home, away, result, us, B365, BW, IW, LB, PS, WH, VC
Crystal Palace, Southampton,A, 3.0133461635, 5.30473541465, 5.40517776566, 4.79695353244, 4.330071737, 4.88344373575, 5.19212089966, 4.91774187688
Liverpool, Burnley,D, 2.72598013444, 4.95973787892, 5.07640343636, 4.55155475943, 4.00112436858, 4.54329149978, 4.80939810032, 4.57206286453
Newcastle, Stoke,H, 3.14402316527, 5.33626058102, 5.07072161818, 4.53441190229, 4.37321739184, 4.92518995453, 5.18870844515, 4.94858556664
Tottenham, Swansea,D, 2.86977351822, 4.99173000393, 4.77398571313, 4.26691047941, 3.96817688779, 4.59261592264, 4.84251655593, 4.60405498955
Watford, Man City,A, 3.37292182267, 5.54286288819, 5.35831925704, 4.81298556473, 4.54018227137, 5.17703922823, 5.38196362269, 5.18580636738
West Brom, West Ham,D, 3.76850845316, 5.52625159251, 5.35260497132, 5.19012842187, 4.52862157773, 5.15937918408, 5.35897511694, 5.1691950717
Chelsea, Arsenal,D, 3.65572078039, 5.47770790319, 5.31319610433, 5.10722686747, 4.48270321038, 5.10649456869, 5.25693430061, 5.12065138238
Man United, Everton,H, 4.09025069529, 6.07975486286, 5.92519120837, 5.65330195279, 5.10266601261, 5.72822380646, 5.91052907185, 5.76650714126
Everton, Bournemouth,H, 4.613240446, 6.58414082777, 6.42977836433, 6.14632520861, 5.59230819717, 6.21873871161, 6.42120688058, 6.27000976823
Leicester, Liverpool,A, 4.48299480056, 6.99786433937, 6.84557878013, 6.55936868687, 6.01115636471, 6.64446154312, 6.84628658303, 6.69702069176
Southampton, Man United,A, 4.97288068175, 7.4965044119, 7.33853652661, 7.03227509081, 6.48972067179, 7.13438828304, 7.33031368854, 7.19107375672
Stoke, Chelsea,A, 5.49264032192, 8.00844980439, 7.84514445612, 7.54120366224, 6.98972067179, 7.62575270446, 7.86507304683, 7.6923815161
Swansea, Watford,A, 5.39652247423, 7.90789114518, 7.74800159898, 7.41126015941, 6.885069509, 7.53019714891, 7.76162477097, 7.58993162745
West Ham, Tottenham,A, 5.3680156328, 8.41082492556, 8.23907302755, 7.88241400557, 7.38190781071, 8.02935822273, 8.25712026647, 8.09413330813
Arsenal, West Brom,H, 5.92565913112, 9.02776267093, 8.80947719965, 8.44992868267, 7.9820341531, 8.62424222035, 8.84420441519, 8.70353551358
